q4_0_o512_n1	7.05
q4_0_o512_n2	7.49
q4_0_o512_n3	8.31
q4_0_o512_n4	9.09
q4_0_o512_n5	9.99
q4_0_o512_n6	11.30
q4_0_o512_n7	11.85
q4_0_o512_n8	13.71
q4_0_o1024_n1	8.99
q4_0_o1024_n2	9.82
q4_0_o1024_n3	11.93
q4_0_o1024_n4	12.88
q4_0_o1024_n5	14.53
q4_0_o1024_n6	16.48
q4_0_o1024_n7	20.48
q4_0_o1024_n8	20.77
q4_0_o2048_n1	13.05
q4_0_o2048_n2	15.06
q4_0_o2048_n3	17.85
q4_0_o2048_n4	23.01
q4_0_o2048_n5	24.38
q4_0_o2048_n6	28.29
q4_0_o2048_n7	31.35
q4_0_o2048_n8	39.88
q4_0_o4096_n1	21.06
q4_0_o4096_n2	24.59
q4_0_o4096_n3	30.41
q4_0_o4096_n4	37.31
q4_0_o4096_n5	43.37
q4_0_o4096_n6	50.90
q4_0_o4096_n7	57.81
q4_0_o4096_n8	66.21
q4_0_o8192_n1	41.70
q4_0_o8192_n2	43.96
q4_0_o8192_n3	57.02
q4_0_o8192_n4	70.19
q4_0_o8192_n5	88.51
q4_0_o8192_n6	96.74
q4_0_o8192_n7	108.74
q4_0_o8192_n8	124.49
q4_0_o17408_n1	237.10
q4_0_o17408_n2	232.47
q4_0_o17408_n3	234.33
q4_0_o17408_n4	239.67
q4_0_o17408_n5	250.86
q4_0_o17408_n6	256.02
q4_0_o17408_n7	264.49
q4_0_o17408_n8	294.21
q8_0_o512_n1	9.75
q8_0_o512_n2	10.14
q8_0_o512_n3	10.68
q8_0_o512_n4	11.22
q8_0_o512_n5	11.81
q8_0_o512_n6	12.70
q8_0_o512_n7	14.05
q8_0_o512_n8	16.09
q8_0_o1024_n1	11.57
q8_0_o1024_n2	11.80
q8_0_o1024_n3	13.39
q8_0_o1024_n4	14.86
q8_0_o1024_n5	16.94
q8_0_o1024_n6	19.15
q8_0_o1024_n7	21.55
q8_0_o1024_n8	26.76
q8_0_o2048_n1	18.54
q8_0_o2048_n2	19.74
q8_0_o2048_n3	21.34
q8_0_o2048_n4	24.61
q8_0_o2048_n5	30.97
q8_0_o2048_n6	33.46
q8_0_o2048_n7	37.72
q8_0_o2048_n8	42.50
q8_0_o4096_n1	40.63
q8_0_o4096_n2	39.56
q8_0_o4096_n3	44.09
q8_0_o4096_n4	48.52
q8_0_o4096_n5	55.24
q8_0_o4096_n6	67.66
q8_0_o4096_n7	71.42
q8_0_o4096_n8	78.99
q8_0_o8192_n1	208.74
q8_0_o8192_n2	208.72
q8_0_o8192_n3	209.39
q8_0_o8192_n4	210.83
q8_0_o8192_n5	213.15
q8_0_o8192_n6	214.24
q8_0_o8192_n7	218.75
q8_0_o8192_n8	224.40
q8_0_o17408_n1	444.74
q8_0_o17408_n2	441.43
q8_0_o17408_n3	450.19
q8_0_o17408_n4	446.49
q8_0_o17408_n5	448.68
q8_0_o17408_n6	452.84
q8_0_o17408_n7	457.20
q8_0_o17408_n8	464.05
q2_K_o512_n1	8.56
q2_K_o512_n2	10.49
q2_K_o512_n3	12.34
q2_K_o512_n4	14.36
q2_K_o512_n5	16.51
q2_K_o512_n6	18.79
q2_K_o512_n7	21.82
