q4_0_o512_n1	7.05
q4_0_o512_n2	7.54
q4_0_o512_n3	8.40
q4_0_o512_n4	9.30
q4_0_o512_n5	10.08
q4_0_o512_n6	11.27
q4_0_o512_n7	11.76
q4_0_o512_n8	13.73
q4_0_o1024_n1	9.02
q4_0_o1024_n2	9.80
q4_0_o1024_n3	11.98
q4_0_o1024_n4	12.92
q4_0_o1024_n5	14.68
q4_0_o1024_n6	16.73
q4_0_o1024_n7	21.45
q4_0_o1024_n8	21.22
q4_0_o2048_n1	13.05
q4_0_o2048_n2	15.12
q4_0_o2048_n3	17.93
q4_0_o2048_n4	20.91
q4_0_o2048_n5	24.73
q4_0_o2048_n6	28.35
q4_0_o2048_n7	31.70
q4_0_o2048_n8	39.77
q4_0_o4096_n1	21.23
q4_0_o4096_n2	24.57
q4_0_o4096_n3	30.48
q4_0_o4096_n4	41.30
q4_0_o4096_n5	43.82
q4_0_o4096_n6	51.07
q4_0_o4096_n7	57.73
q4_0_o4096_n8	66.34
q4_0_o8192_n1	39.56
q4_0_o8192_n2	44.97
q4_0_o8192_n3	60.00
q4_0_o8192_n4	72.42
q4_0_o8192_n5	90.11
q4_0_o8192_n6	96.39
q4_0_o8192_n7	111.12
q4_0_o8192_n8	127.25
q4_0_o17408_n1	251.47
q4_0_o17408_n2	231.97
q4_0_o17408_n3	234.89
q4_0_o17408_n4	239.66
q4_0_o17408_n5	247.17
q4_0_o17408_n6	254.70
q4_0_o17408_n7	262.79
q4_0_o17408_n8	290.93
q8_0_o512_n1	9.81
q8_0_o512_n2	9.97
q8_0_o512_n3	10.57
q8_0_o512_n4	11.14
q8_0_o512_n5	11.87
q8_0_o512_n6	12.63
q8_0_o512_n7	13.86
q8_0_o512_n8	16.21
q8_0_o1024_n1	11.68
q8_0_o1024_n2	12.08
q8_0_o1024_n3	13.59
q8_0_o1024_n4	15.15
q8_0_o1024_n5	17.09
q8_0_o1024_n6	19.28
q8_0_o1024_n7	21.50
q8_0_o1024_n8	26.48
q8_0_o2048_n1	18.61
q8_0_o2048_n2	19.74
q8_0_o2048_n3	21.28
q8_0_o2048_n4	24.58
q8_0_o2048_n5	30.26
