q4_0_o512_n1	7.11
q4_0_o512_n2	7.56
q4_0_o512_n3	8.41
q4_0_o512_n4	9.28
q4_0_o512_n5	10.02
q4_0_o512_n6	11.34
q4_0_o512_n7	11.85
q4_0_o512_n8	13.69
q4_0_o1024_n1	9.01
q4_0_o1024_n2	9.85
q4_0_o1024_n3	11.98
q4_0_o1024_n4	13.04
q4_0_o1024_n5	14.52
q4_0_o1024_n6	16.56
q4_0_o1024_n7	20.98
q4_0_o1024_n8	20.75
q4_0_o2048_n1	12.99
q4_0_o2048_n2	14.85
q4_0_o2048_n3	17.75
q4_0_o2048_n4	22.69
q4_0_o2048_n5	24.33
q4_0_o2048_n6	28.12
q4_0_o2048_n7	31.44
q4_0_o2048_n8	40.27
q4_0_o4096_n1	21.35
q4_0_o4096_n2	24.83
q4_0_o4096_n3	30.84
q4_0_o4096_n4	37.48
q4_0_o4096_n5	45.25
q4_0_o4096_n6	50.87
q4_0_o4096_n7	57.85
q4_0_o4096_n8	66.81
q4_0_o8192_n1	38.51
q4_0_o8192_n2	45.04
q4_0_o8192_n3	57.98
q4_0_o8192_n4	69.47
q4_0_o8192_n5	83.16
q4_0_o8192_n6	97.63
q4_0_o8192_n7	110.09
q4_0_o8192_n8	125.23
q4_0_o17408_n1	232.22
q4_0_o17408_n2	249.81
q4_0_o17408_n3	233.84
q4_0_o17408_n4	240.15
q4_0_o17408_n5	244.41
q4_0_o17408_n6	255.08
q4_0_o17408_n7	261.91
q4_0_o17408_n8	291.79
q8_0_o512_n1	9.78
q8_0_o512_n2	10.04
q8_0_o512_n3	10.61
q8_0_o512_n4	11.15
q8_0_o512_n5	11.82
q8_0_o512_n6	12.74
q8_0_o512_n7	13.85
q8_0_o512_n8	15.97
q8_0_o1024_n1	11.50
q8_0_o1024_n2	11.58
q8_0_o1024_n3	13.29
q8_0_o1024_n4	14.67
q8_0_o1024_n5	16.90
q8_0_o1024_n6	19.13
q8_0_o1024_n7	21.44
q8_0_o1024_n8	26.59
q8_0_o2048_n1	18.75
q8_0_o2048_n2	19.85
q8_0_o2048_n3	21.54
q8_0_o2048_n4	24.78
q8_0_o2048_n5	30.77
q8_0_o2048_n6	33.39
q8_0_o2048_n7	37.82
q8_0_o2048_n8	42.67
q8_0_o4096_n1	36.65
q8_0_o4096_n2	35.08
q8_0_o4096_n3	39.01
