q4_0_o512_n1	7.32
q4_0_o512_n2	7.57
q4_0_o512_n3	8.41
q4_0_o512_n4	9.31
q4_0_o512_n5	10.08
q4_0_o512_n6	11.30
q4_0_o512_n7	28.46
q4_0_o512_n8	28.57
q4_0_o1024_n1	9.05
q4_0_o1024_n2	9.89
q4_0_o1024_n3	12.02
q4_0_o1024_n4	12.97
q4_0_o1024_n5	14.60
q4_0_o1024_n6	16.73
q4_0_o1024_n7	30.98
q4_0_o1024_n8	30.97
q4_0_o2048_n1	13.01
q4_0_o2048_n2	14.79
q4_0_o2048_n3	20.14
q4_0_o2048_n4	20.88
q4_0_o2048_n5	24.49
q4_0_o2048_n6	28.26
q4_0_o2048_n7	44.86
q4_0_o2048_n8	49.73
q4_0_o4096_n1	21.15
q4_0_o4096_n2	24.44
q4_0_o4096_n3	30.68
q4_0_o4096_n4	41.07
q4_0_o4096_n5	44.37
q4_0_o4096_n6	51.44
q4_0_o4096_n7	64.64
q4_0_o4096_n8	64.63
q4_0_o8192_n1	39.92
q4_0_o8192_n2	45.69
q4_0_o8192_n3	61.61
q4_0_o8192_n4	71.89
q4_0_o8192_n5	89.71
q4_0_o8192_n6	98.63
q4_0_o8192_n7	122.66
q4_0_o8192_n8	121.74
q4_0_o17408_n1	239.28
q4_0_o17408_n2	232.32
q4_0_o17408_n3	234.60
q4_0_o17408_n4	239.12
q4_0_o17408_n5	245.63
q4_0_o17408_n6	254.79
q4_0_o17408_n7	261.92
q4_0_o17408_n8	260.32
q8_0_o512_n1	9.73
q8_0_o512_n2	10.18
q8_0_o512_n3	10.62
q8_0_o512_n4	11.18
q8_0_o512_n5	28.05
q8_0_o512_n6	28.28
q8_0_o512_n7	28.77
q8_0_o512_n8	28.48
q8_0_o1024_n1	11.43
q8_0_o1024_n2	11.72
q8_0_o1024_n3	13.00
q8_0_o1024_n4	14.40
q8_0_o1024_n5	28.74
q8_0_o1024_n6	28.82
q8_0_o1024_n7	28.92
q8_0_o1024_n8	31.97
q8_0_o2048_n1	17.89
q8_0_o2048_n2	19.42
q8_0_o2048_n3	20.92
q8_0_o2048_n4	24.25
q8_0_o2048_n5	42.00
q8_0_o2048_n6	37.90
q8_0_o2048_n7	38.26
q8_0_o2048_n8	37.90
q8_0_o4096_n1	33.44
q8_0_o4096_n2	37.43
q8_0_o4096_n3	39.16
q8_0_o4096_n4	45.62
q8_0_o4096_n5	58.12
q8_0_o4096_n6	64.56
q8_0_o4096_n7	58.00
q8_0_o4096_n8	58.11
q8_0_o8192_n1	214.38
q8_0_o8192_n2	210.44
q8_0_o8192_n3	224.00
q8_0_o8192_n4	213.88
q8_0_o8192_n5	216.68
q8_0_o8192_n6	220.96
q8_0_o8192_n7	221.44
q8_0_o8192_n8	222.81
q8_0_o17408_n1	441.45
q8_0_o17408_n2	442.96
q8_0_o17408_n3	444.66
q8_0_o17408_n4	447.62
q8_0_o17408_n5	470.69
q8_0_o17408_n6	474.88
q8_0_o17408_n7	470.43
q8_0_o17408_n8	476.12
q2_K_o512_n1	8.52
q2_K_o512_n2	10.48
q2_K_o512_n3	12.36
q2_K_o512_n4	14.37
q2_K_o512_n5	85.56
q2_K_o512_n6	86.49
q2_K_o512_n7	85.87
q2_K_o512_n8	86.09
q2_K_o1024_n1	11.03
q2_K_o1024_n2	14.57
q2_K_o1024_n3	18.84
q2_K_o1024_n4	22.98
q2_K_o1024_n5	87.79
q2_K_o1024_n6	86.15
q2_K_o1024_n7	87.48
q2_K_o1024_n8	90.20
q2_K_o2048_n1	17.70
q2_K_o2048_n2	26.21
q2_K_o2048_n3	35.43
q2_K_o2048_n4	44.60
q2_K_o2048_n5	110.79
q2_K_o2048_n6	110.83
q2_K_o2048_n7	110.91
q2_K_o2048_n8	110.33
q2_K_o4096_n1	29.04
q2_K_o4096_n2	44.97
q2_K_o4096_n3	62.17
q2_K_o4096_n4	85.76
q2_K_o4096_n5	149.95
q2_K_o4096_n6	149.95
q2_K_o4096_n7	150.41
q2_K_o4096_n8	149.90
q2_K_o8192_n1	52.19
q2_K_o8192_n2	87.78
q2_K_o8192_n3	125.14
q2_K_o8192_n4	149.47
q2_K_o8192_n5	270.71
q2_K_o8192_n6	270.92
q2_K_o8192_n7	270.77
q2_K_o8192_n8	270.84
q2_K_o17408_n1	105.49
q2_K_o17408_n2	179.67
q2_K_o17408_n3	239.00
q2_K_o17408_n4	301.48
q2_K_o17408_n5	536.66
q2_K_o17408_n6	536.88
q2_K_o17408_n7	536.83
q2_K_o17408_n8	537.65
q3_K_o512_n1	10.92
q3_K_o512_n2	11.59
q3_K_o512_n3	13.21
q3_K_o512_n4	86.15
q3_K_o512_n5	85.21
q3_K_o512_n6	86.18
q3_K_o512_n7	83.93
q3_K_o512_n8	86.66
q3_K_o1024_n1	16.18
q3_K_o1024_n2	17.73
q3_K_o1024_n3	21.35
q3_K_o1024_n4	82.81
q3_K_o1024_n5	83.11
q3_K_o1024_n6	83.34
q3_K_o1024_n7	83.47
q3_K_o1024_n8	83.40
q3_K_o2048_n1	30.42
q3_K_o2048_n2	32.83
q3_K_o2048_n3	39.91
q3_K_o2048_n4	105.88
q3_K_o2048_n5	105.80
q3_K_o2048_n6	105.71
q3_K_o2048_n7	106.25
q3_K_o2048_n8	106.37
q3_K_o4096_n1	48.04
q3_K_o4096_n2	57.06
q3_K_o4096_n3	71.15
