q4_0_o512_n1	7.11
q4_0_o512_n2	7.56
q4_0_o512_n3	8.44
q4_0_o512_n4	9.30
q4_0_o512_n5	10.05
q4_0_o512_n6	11.33
q4_0_o512_n7	28.33
q4_0_o512_n8	28.37
q4_0_o1024_n1	9.02
q4_0_o1024_n2	9.89
q4_0_o1024_n3	11.95
q4_0_o1024_n4	12.96
q4_0_o1024_n5	14.59
q4_0_o1024_n6	16.81
q4_0_o1024_n7	30.88
q4_0_o1024_n8	31.09
q4_0_o2048_n1	13.01
q4_0_o2048_n2	14.97
q4_0_o2048_n3	20.50
q4_0_o2048_n4	21.04
q4_0_o2048_n5	24.55
q4_0_o2048_n6	28.53
q4_0_o2048_n7	45.09
q4_0_o2048_n8	49.97
q4_0_o4096_n1	20.95
q4_0_o4096_n2	24.54
q4_0_o4096_n3	30.63
q4_0_o4096_n4	41.18
q4_0_o4096_n5	43.82
q4_0_o4096_n6	51.13
q4_0_o4096_n7	64.34
q4_0_o4096_n8	64.64
q4_0_o8192_n1	38.72
q4_0_o8192_n2	44.00
q4_0_o8192_n3	54.91
q4_0_o8192_n4	70.88
q4_0_o8192_n5	90.09
q4_0_o8192_n6	96.39
q4_0_o8192_n7	121.35
q4_0_o8192_n8	121.94
q4_0_o17408_n1	238.05
q4_0_o17408_n2	242.06
q4_0_o17408_n3	233.90
q4_0_o17408_n4	239.30
q4_0_o17408_n5	251.94
q4_0_o17408_n6	254.53
q4_0_o17408_n7	263.89
q4_0_o17408_n8	262.40
q8_0_o512_n1	9.81
q8_0_o512_n2	9.96
q8_0_o512_n3	10.55
q8_0_o512_n4	11.15
q8_0_o512_n5	28.34
q8_0_o512_n6	28.59
q8_0_o512_n7	28.58
q8_0_o512_n8	28.59
q8_0_o1024_n1	11.46
q8_0_o1024_n2	11.71
q8_0_o1024_n3	12.92
q8_0_o1024_n4	14.41
q8_0_o1024_n5	28.72
q8_0_o1024_n6	28.70
q8_0_o1024_n7	28.97
q8_0_o1024_n8	30.74
q8_0_o2048_n1	17.76
q8_0_o2048_n2	19.51
q8_0_o2048_n3	21.35
q8_0_o2048_n4	26.49
q8_0_o2048_n5	37.88
q8_0_o2048_n6	37.71
q8_0_o2048_n7	37.81
q8_0_o2048_n8	37.86
q8_0_o4096_n1	36.80
q8_0_o4096_n2	34.71
q8_0_o4096_n3	39.27
